SVI Theme: Socioeconomic Status; Overall Socioeconomic Status (Percentile); NaturalBreaks
Data downloaded on 25-October-2025
County_FIPS,County,State,Diagnosed Diabetes-2015-Percentage,Overall Socioeconomic Status-2014-Percentile
51137,Orange County,Virginia,9.7,0.3655
51139,Page County,Virginia,8.1,0.7685
51141,Patrick County,Virginia,8.8,0.8389
51730,Petersburg City,Virginia,11.8,0.9612
51143,Pittsylvania County,Virginia,10.6,0.602
51735,Poquoson City,Virginia,8,0.0118
51740,Portsmouth City,Virginia,11.4,0.6756
51145,Powhatan County,Virginia,7.4,0.0831
51147,Prince Edward County,Virginia,9,0.801
51149,Prince George County,Virginia,9.7,0.4311
51153,Prince William County,Virginia,9.4,0.0726
51155,Pulaski County,Virginia,10.7,0.4581
51750,Radford City,Virginia,7.6,0.8017
51157,Rappahannock County,Virginia,8.1,0.1617
51159,Richmond County,Virginia,10,0.7265
51760,Richmond City,Virginia,9.1,0.6679
51161,Roanoke County,Virginia,9,0.0576
51770,Roanoke City,Virginia,10.4,0.6281
51163,Rockbridge County,Virginia,7.8,0.2722
51165,Rockingham County,Virginia,7.8,0.3002
51167,Russell County,Virginia,10.1,0.7689
51775,Salem City,Virginia,7.2,0.1818
51169,Scott County,Virginia,10.5,0.7367
51171,Shenandoah County,Virginia,7.4,0.3467
51173,Smyth County,Virginia,8.1,0.6603
51175,Southampton County,Virginia,11,0.5075
51177,Spotsylvania County,Virginia,9.6,0.1229
51179,Stafford County,Virginia,7.6,0.0213
51790,Staunton City,Virginia,7.1,0.455
51800,Suffolk City,Virginia,10.4,0.2954
51181,Surry County,Virginia,8.3,0.5441
51183,Sussex County,Virginia,10.2,0.8195
51185,Tazewell County,Virginia,9.9,0.7326
51810,Virginia Beach City,Virginia,7.9,0.0443
51187,Warren County,Virginia,8.5,0.2677
51191,Washington County,Virginia,10.5,0.3814
51820,Waynesboro City,Virginia,7.4,0.6396
51193,Westmoreland County,Virginia,8.8,0.5482
51830,Williamsburg City,Virginia,6.9,0.3855
51840,Winchester City,Virginia,7.7,0.4273
51195,Wise County,Virginia,12.2,0.8898
51197,Wythe County,Virginia,8.2,0.6116
51199,York County,Virginia,6.6,0.015
53001,Adams County,Washington,9.9,0.9535
53003,Asotin County,Washington,8.3,0.4107
53005,Benton County,Washington,7.8,0.2604
53007,Chelan County,Washington,6.3,0.4954
53009,Clallam County,Washington,6.5,0.3779
53011,Clark County,Washington,8.1,0.2821
53013,Columbia County,Washington,7.6,0.4527
53015,Cowlitz County,Washington,8.2,0.6402
53017,Douglas County,Washington,8,0.5759
53019,Ferry County,Washington,7.8,0.7743
53021,Franklin County,Washington,8.3,0.7635
53023,Garfield County,Washington,8.3,0.2919
53025,Grant County,Washington,9.7,0.8561
53027,Grays Harbor County,Washington,9.2,0.7246
53029,Island County,Washington,6.7,0.1656
53031,Jefferson County,Washington,6.5,0.2681
53033,King County,Washington,6.6,0.1175
53035,Kitsap County,Washington,7.5,0.1605
53037,Kittitas County,Washington,7,0.5298
53039,Klickitat County,Washington,6.9,0.4782
53041,Lewis County,Washington,7.6,0.6699
53043,Lincoln County,Washington,7.9,0.1719
53045,Mason County,Washington,9.5,0.6234
53047,Okanogan County,Washington,9.7,0.7625
53049,Pacific County,Washington,8.9,0.5345
53051,Pend Oreille County,Washington,9.2,0.6581
53053,Pierce County,Washington,8.2,0.3088
53055,San Juan County,Washington,6.3,0.0554
53057,Skagit County,Washington,7.1,0.3715
53059,Skamania County,Washington,7.2,0.3384
53061,Snohomish County,Washington,7.8,0.1847
53063,Spokane County,Washington,8.3,0.3279
53065,Stevens County,Washington,8,0.5336
53067,Thurston County,Washington,7.9,0.2009
53069,Wahkiakum County,Washington,8.4,0.5864
53071,Walla Walla County,Washington,7.8,0.4129
53073,Whatcom County,Washington,7.1,0.3594
53075,Whitman County,Washington,7.8,0.5342
53077,Yakima County,Washington,9.6,0.8711
54001,Barbour County,West Virginia,11.1,0.8026
54003,Berkeley County,West Virginia,9.1,0.4963
54005,Boone County,West Virginia,11.9,0.7539
54007,Braxton County,West Virginia,9,0.8972
54009,Brooke County,West Virginia,11.1,0.3636
54011,Cabell County,West Virginia,10.9,0.5677
54013,Calhoun County,West Virginia,7.3,0.9538
54015,Clay County,West Virginia,10.7,0.929
54017,Doddridge County,West Virginia,8.6,0.7275
54019,Fayette County,West Virginia,12.6,0.8344
54021,Gilmer County,West Virginia,8.7,0.8838
54023,Grant County,West Virginia,11,0.6632
54025,Greenbrier County,West Virginia,11,0.575
54027,Hampshire County,West Virginia,9,0.8762
54029,Hancock County,West Virginia,10.1,0.4674
54031,Hardy County,West Virginia,8.5,0.6517
54033,Harrison County,West Virginia,10.3,0.4308
54035,Jackson County,West Virginia,9,0.6259
54037,Jefferson County,West Virginia,6,0.3037
54039,Kanawha County,West Virginia,12.4,0.3168
54041,Lewis County,West Virginia,9.4,0.5868
54043,Lincoln County,West Virginia,11.1,0.8723
54045,Logan County,West Virginia,14.6,0.7915
54049,Marion County,West Virginia,8.6,0.3604
54051,Marshall County,West Virginia,9.2,0.3801
54053,Mason County,West Virginia,9.7,0.7138
54047,Mcdowell County,West Virginia,14.1,0.9879
54055,Mercer County,West Virginia,10.1,0.6387
54057,Mineral County,West Virginia,9.9,0.7396
54059,Mingo County,West Virginia,12,0.9163
54061,Monongalia County,West Virginia,9.8,0.3664
54063,Monroe County,West Virginia,12.8,0.6791
54065,Morgan County,West Virginia,8.9,0.6597
54067,Nicholas County,West Virginia,8,0.6663
54069,Ohio County,West Virginia,8.6,0.2636
54071,Pendleton County,West Virginia,8.7,0.5667
54073,Pleasants County,West Virginia,7.5,0.4419
54075,Pocahontas County,West Virginia,9.2,0.5393
54077,Preston County,West Virginia,9.3,0.5664
54079,Putnam County,West Virginia,8.8,0.0974
54081,Raleigh County,West Virginia,10.5,0.5396
54083,Randolph County,West Virginia,9.4,0.5938
54085,Ritchie County,West Virginia,8.8,0.8259
54087,Roane County,West Virginia,11.2,0.9207
54089,Summers County,West Virginia,8.3,0.6861
54091,Taylor County,West Virginia,7.6,0.6568
54093,Tucker County,West Virginia,7.1,0.5145
54095,Tyler County,West Virginia,6.4,0.6737
54097,Upshur County,West Virginia,8.3,0.6928
54099,Wayne County,West Virginia,12.1,0.7943
54101,Webster County,West Virginia,9.7,0.9615
54103,Wetzel County,West Virginia,8.9,0.6743
54105,Wirt County,West Virginia,9,0.6609
54107,Wood County,West Virginia,11,0.4871
54109,Wyoming County,West Virginia,10.4,0.8211
55001,Adams County,Wisconsin,8.8,0.538
55003,Ashland County,Wisconsin,8.2,0.5161
55005,Barron County,Wisconsin,7.5,0.3407
55007,Bayfield County,Wisconsin,7,0.2187
55009,Brown County,Wisconsin,8,0.1958
55011,Buffalo County,Wisconsin,6.7,0.1885
55013,Burnett County,Wisconsin,6.6,0.4814
55015,Calumet County,Wisconsin,8.1,0.0194
55017,Chippewa County,Wisconsin,7.1,0.2028
55019,Clark County,Wisconsin,7.3,0.5543
55021,Columbia County,Wisconsin,7.2,0.0981
55023,Crawford County,Wisconsin,7.4,0.3222
55025,Dane County,Wisconsin,6.2,0.0828
55027,Dodge County,Wisconsin,7.2,0.2805
55029,Door County,Wisconsin,6.1,0.1366
55031,Douglas County,Wisconsin,6.9,0.3177
55033,Dunn County,Wisconsin,8.1,0.2932
55035,Eau Claire County,Wisconsin,6.2,0.2162
55037,Florence County,Wisconsin,7.8,0.2592
55039,Fond Du Lac County,Wisconsin,6.6,0.1662
55041,Forest County,Wisconsin,8.4,0.66
55043,Grant County,Wisconsin,6.9,0.3422
55045,Green County,Wisconsin,7.1,0.0853
55047,Green Lake County,Wisconsin,8.9,0.3021
55049,Iowa County,Wisconsin,6.7,0.0879
55051,Iron County,Wisconsin,7.3,0.3601
55053,Jackson County,Wisconsin,7.3,0.4833
55055,Jefferson County,Wisconsin,5.4,0.1691
55057,Juneau County,Wisconsin,6.9,0.5546
55059,Kenosha County,Wisconsin,7.6,0.4209
55061,Kewaunee County,Wisconsin,7.2,0.1423
55063,La Crosse County,Wisconsin,6.6,0.1611
55065,Lafayette County,Wisconsin,7.1,0.1952
55067,Langlade County,Wisconsin,7.1,0.4572
55069,Lincoln County,Wisconsin,7.9,0.2455
55071,Manitowoc County,Wisconsin,8.2,0.1856
55073,Marathon County,Wisconsin,7.8,0.1805
55075,Marinette County,Wisconsin,6.9,0.3808
55077,Marquette County,Wisconsin,8.5,0.405
55078,Menominee County,Wisconsin,10,0.8255
55079,Milwaukee County,Wisconsin,10.3,0.6383
55081,Monroe County,Wisconsin,7,0.3789
55083,Oconto County,Wisconsin,7.9,0.2143
55085,Oneida County,Wisconsin,6.6,0.1789
55087,Outagamie County,Wisconsin,7.4,0.0462
55089,Ozaukee County,Wisconsin,5.8,0.0045
55091,Pepin County,Wisconsin,7.4,0.241
55093,Pierce County,Wisconsin,6.8,0.0949
55095,Polk County,Wisconsin,6.6,0.2318
55097,Portage County,Wisconsin,6.3,0.2916
55099,Price County,Wisconsin,7.3,0.2611
55101,Racine County,Wisconsin,7.2,0.3623
55103,Richland County,Wisconsin,6.8,0.3085
55105,Rock County,Wisconsin,8.3,0.4476
55107,Rusk County,Wisconsin,6.5,0.56
55111,Sauk County,Wisconsin,7.1,0.2216
55113,Sawyer County,Wisconsin,7.3,0.4756
55115,Shawano County,Wisconsin,7.1,0.2849
55117,Sheboygan County,Wisconsin,7,0.1681
55109,St. Croix County,Wisconsin,6.5,0.0239
55119,Taylor County,Wisconsin,7.7,0.3352
55121,Trempealeau County,Wisconsin,7.4,0.2506
55123,Vernon County,Wisconsin,6.2,0.3499
55125,Vilas County,Wisconsin,8.5,0.3251
55127,Walworth County,Wisconsin,5.5,0.2744
55129,Washburn County,Wisconsin,7.2,0.2798
55131,Washington County,Wisconsin,7.2,0.0271
55133,Waukesha County,Wisconsin,7,0.007
55135,Waupaca County,Wisconsin,8,0.2012
55137,Waushara County,Wisconsin,7.9,0.4104
55139,Winnebago County,Wisconsin,7.9,0.1487
55141,Wood County,Wisconsin,6.9,0.1923
56001,Albany County,Wyoming,6.6,0.3652
56003,Big Horn County,Wyoming,9.2,0.2053
56005,Campbell County,Wyoming,7.3,0.0258
56007,Carbon County,Wyoming,7.8,0.2324
56009,Converse County,Wyoming,8,0.0522
56011,Crook County,Wyoming,5.3,0.0083
56013,Fremont County,Wyoming,8.3,0.3785
56015,Goshen County,Wyoming,8,0.3231
56017,Hot Springs County,Wyoming,8,0.1461
56019,Johnson County,Wyoming,6.3,0.0143
56021,Laramie County,Wyoming,8.4,0.0595
56023,Lincoln County,Wyoming,7.4,0.1006
56025,Natrona County,Wyoming,7.8,0.0825
56027,Niobrara County,Wyoming,6.9,0.2311
56029,Park County,Wyoming,6.1,0.0216
56031,Platte County,Wyoming,6.2,0.177
56033,Sheridan County,Wyoming,7.5,0.0197
56035,Sublette County,Wyoming,7.1,0.0169
56037,Sweetwater County,Wyoming,8.2,0.134
56039,Teton County,Wyoming,4.2,0.0029
56041,Uinta County,Wyoming,9.6,0.2649
56043,Washakie County,Wyoming,8.9,0.3155
56045,Weston County,Wyoming,7.6,0.1538
US Diabetes Surveillance System; www.cdc.gov/diabetes/data; Division of Diabetes Translation - Centers for Disease Control and Prevention.
